State,Agency Type,Agency Name,Population1,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/ Abduction,Sex Offenses,Rape,Sodomy,Fondling,"Sex Offenses, Nonforcible",Statutory Rape,Arson,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism,Embezzle- ment,Fraud Offenses,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imperson- ation,Wire Fraud,Larceny- Theft Offenses,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Porno- graphy/ Obscene Material,Weapon Law Violations,Total Offenses
MASSACHUSETTS,Cities,Scituate,18395.0,106.0,20.0,52.0,34.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,6.0,34.0,5.0,137.0,2.0,38.0,15.0,7.0,16.0,2.0,182.0,2.0,18.0,42.0,1.0,44.0,4.0,74.0,5.0,1.0,7.0,26.0,25.0,1.0,3.0,6.0,915.0
MASSACHUSETTS,Cities,Seekonk,13862.0,90.0,24.0,42.0,24.0,2.0,5.0,4.0,1.0,4.0,7.0,6.0,3.0,54.0,13.0,126.0,1.0,47.0,18.0,20.0,9.0,2.0,343.0,2.0,67.0,18.0,1.0,9.0,1.0,245.0,21.0,6.0,14.0,21.0,21.0,12.0,3.0,6.0,1278.0
MASSACHUSETTS,Cities,Sharon,17892.0,16.0,13.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,43.0,1.0,57.0,2.0,5.0,6.0,4.0,4.0,1.0,70.0,2.0,1.0,2.0,1.0,19.0,3.0,45.0,3.0,2.0,1.0,18.0,12.0,6.0,2.0,4.0,327.0
MASSACHUSETTS,Cities,Shelburne,1915.0,8.0,1.0,5.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,6.0,5.0,5.0,2.0,2.0,2.0,6.0,4.0,2.0,11.0,2.0,1.0,4.0,1.0,14.0,4.0,6.0,6.0,3.0,1.0,34.0,25.0,12.0,2.0,4.0,54.0
MASSACHUSETTS,Cities,Sherborn,4199.0,19.0,2.0,15.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,9.0,1.0,22.0,2.0,6.0,4.0,6.0,2.0,2.0,21.0,2.0,10.0,3.0,1.0,3.0,4.0,15.0,1.0,3.0,1.0,6.0,6.0,12.0,2.0,4.0,138.0
MASSACHUSETTS,Cities,Shirley,7337.0,44.0,15.0,26.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,23.0,1.0,24.0,1.0,4.0,1.0,1.0,2.0,2.0,18.0,2.0,10.0,3.0,1.0,3.0,4.0,12.0,1.0,3.0,2.0,10.0,10.0,12.0,2.0,3.0,218.0
MASSACHUSETTS,Cities,Shrewsbury,36048.0,87.0,3.0,84.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,75.0,1.0,52.0,1.0,6.0,1.0,5.0,4.0,2.0,186.0,2.0,36.0,24.0,1.0,24.0,4.0,101.0,13.0,2.0,3.0,11.0,10.0,1.0,2.0,4.0,727.0
MASSACHUSETTS,Cities,Somerset,18349.0,226.0,28.0,131.0,67.0,2.0,3.0,1.0,2.0,2.0,5.0,5.0,2.0,69.0,12.0,121.0,7.0,62.0,35.0,5.0,22.0,2.0,249.0,2.0,22.0,63.0,1.0,41.0,4.0,122.0,14.0,6.0,8.0,31.0,31.0,12.0,4.0,9.0,1404.0
MASSACHUSETTS,Cities,Somerville,77200.0,486.0,167.0,243.0,76.0,6.0,61.0,23.0,2.0,36.0,12.0,11.0,3.0,349.0,17.0,397.0,2.0,128.0,127.0,1.0,4.0,2.0,1270.0,2.0,54.0,68.0,1.0,470.0,1.0,659.0,133.0,84.0,3.0,90.0,90.0,12.0,3.0,50.0,5158.0
MASSACHUSETTS,Cities,Southampton,5832.0,22.0,2.0,17.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,16.0,5.0,41.0,1.0,4.0,2.0,1.0,4.0,1.0,62.0,2.0,16.0,9.0,1.0,13.0,4.0,23.0,2.0,3.0,3.0,11.0,11.0,12.0,1.0,2.0,273.0
MASSACHUSETTS,Cities,Southborough,9887.0,6.0,3.0,33.0,3.0,2.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,32.0,5.0,9.0,2.0,13.0,6.0,7.0,1.0,5.0,37.0,2.0,10.0,13.0,1.0,10.0,4.0,14.0,6.0,3.0,1.0,34.0,25.0,12.0,2.0,1.0,157.0
MASSACHUSETTS,Cities,Southbridge,16924.0,239.0,51.0,157.0,31.0,3.0,12.0,2.0,2.0,8.0,18.0,16.0,5.0,181.0,18.0,212.0,2.0,40.0,17.0,4.0,19.0,2.0,241.0,3.0,18.0,46.0,1.0,14.0,4.0,171.0,12.0,13.0,9.0,50.0,50.0,12.0,1.0,12.0,1668.0
MASSACHUSETTS,Cities,South Hadley,17642.0,197.0,30.0,113.0,54.0,1.0,12.0,10.0,1.0,1.0,10.0,6.0,2.0,91.0,12.0,163.0,3.0,54.0,23.0,11.0,20.0,2.0,303.0,1.0,38.0,29.0,1.0,80.0,4.0,155.0,11.0,2.0,8.0,38.0,38.0,12.0,2.0,5.0,1530.0
MASSACHUSETTS,Cities,Southwick,9594.0,118.0,14.0,78.0,26.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,56.0,4.0,134.0,2.0,23.0,12.0,3.0,8.0,2.0,88.0,1.0,4.0,7.0,1.0,1.0,4.0,74.0,9.0,3.0,2.0,10.0,10.0,12.0,1.0,2.0,691.0
MASSACHUSETTS,Cities,Spencer,11832.0,93.0,19.0,67.0,7.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,49.0,1.0,80.0,1.0,32.0,4.0,24.0,2.0,2.0,169.0,2.0,16.0,31.0,2.0,13.0,2.0,103.0,6.0,3.0,3.0,36.0,25.0,11.0,1.0,1.0,815.0
MASSACHUSETTS,Cities,Springfield,154518.0,6691.0,1040.0,3785.0,1866.0,82.0,200.0,39.0,69.0,92.0,12.0,12.0,68.0,2346.0,151.0,2617.0,28.0,772.0,273.0,37.0,462.0,2.0,4978.0,21.0,204.0,438.0,1.0,1017.0,28.0,3251.0,779.0,545.0,100.0,582.0,581.0,1.0,10.0,278.0,33688.0
MASSACHUSETTS,Cities,Sterling,7904.0,53.0,14.0,25.0,14.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,31.0,4.0,55.0,2.0,13.0,4.0,3.0,6.0,2.0,60.0,1.0,1.0,16.0,1.0,10.0,4.0,32.0,2.0,3.0,2.0,7.0,7.0,12.0,1.0,1.0,369.0
MASSACHUSETTS,Cities,Stockbridge,1953.0,12.0,5.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,23.0,5.0,13.0,2.0,4.0,3.0,6.0,1.0,2.0,30.0,2.0,1.0,8.0,1.0,14.0,4.0,21.0,2.0,3.0,1.0,1.0,1.0,12.0,2.0,1.0,136.0
MASSACHUSETTS,Cities,Stoneham,21852.0,50.0,19.0,12.0,19.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,111.0,18.0,83.0,2.0,13.0,12.0,6.0,1.0,2.0,158.0,2.0,18.0,7.0,1.0,1.0,4.0,125.0,10.0,9.0,3.0,21.0,21.0,12.0,2.0,6.0,727.0
MASSACHUSETTS,Cities,Stoughton,27392.0,364.0,71.0,181.0,112.0,1.0,17.0,2.0,3.0,6.0,5.0,5.0,4.0,101.0,24.0,241.0,6.0,72.0,49.0,22.0,1.0,2.0,513.0,3.0,84.0,71.0,1.0,118.0,2.0,230.0,45.0,16.0,19.0,71.0,70.0,1.0,2.0,17.0,2559.0
MASSACHUSETTS,Cities,Stow,6717.0,18.0,2.0,13.0,3.0,2.0,6.0,3.0,2.0,4.0,1.0,2.0,2.0,26.0,3.0,29.0,9.0,13.0,4.0,4.0,5.0,2.0,33.0,2.0,10.0,9.0,1.0,1.0,4.0,23.0,4.0,3.0,3.0,7.0,7.0,12.0,1.0,1.0,220.0
MASSACHUSETTS,Cities,Sturbridge,9383.0,159.0,25.0,94.0,40.0,1.0,6.0,1.0,4.0,1.0,5.0,4.0,2.0,30.0,12.0,97.0,2.0,27.0,21.0,2.0,4.0,2.0,159.0,1.0,16.0,23.0,1.0,16.0,4.0,103.0,10.0,3.0,4.0,58.0,58.0,12.0,4.0,8.0,997.0
MASSACHUSETTS,Cities,Sudbury,18002.0,24.0,1.0,21.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,24.0,5.0,14.0,1.0,8.0,1.0,6.0,4.0,1.0,50.0,2.0,10.0,17.0,1.0,14.0,4.0,19.0,1.0,3.0,3.0,5.0,5.0,12.0,2.0,4.0,216.0
MASSACHUSETTS,Cities,Sutton,9075.0,56.0,8.0,36.0,12.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,53.0,9.0,45.0,2.0,21.0,8.0,5.0,8.0,2.0,56.0,2.0,1.0,27.0,1.0,14.0,4.0,28.0,9.0,1.0,11.0,26.0,26.0,12.0,2.0,4.0,458.0
MASSACHUSETTS,Cities,Swansea,16025.0,198.0,29.0,108.0,61.0,3.0,7.0,7.0,2.0,4.0,4.0,3.0,3.0,90.0,9.0,119.0,2.0,66.0,38.0,14.0,14.0,2.0,297.0,3.0,64.0,53.0,1.0,32.0,2.0,142.0,19.0,6.0,11.0,33.0,29.0,4.0,2.0,5.0,1477.0
MASSACHUSETTS,Cities,Taunton,56438.0,575.0,192.0,342.0,41.0,16.0,18.0,18.0,2.0,4.0,6.0,6.0,2.0,380.0,30.0,195.0,2.0,59.0,55.0,4.0,4.0,2.0,499.0,2.0,84.0,47.0,1.0,13.0,3.0,343.0,33.0,63.0,3.0,122.0,122.0,12.0,5.0,32.0,3331.0
MASSACHUSETTS,Cities,Templeton,8111.0,50.0,9.0,36.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,29.0,4.0,61.0,2.0,6.0,4.0,1.0,1.0,2.0,43.0,2.0,10.0,16.0,1.0,5.0,4.0,20.0,5.0,1.0,3.0,19.0,19.0,12.0,2.0,4.0,353.0
MASSACHUSETTS,Cities,Tewksbury,29518.0,311.0,75.0,179.0,57.0,5.0,22.0,18.0,2.0,4.0,2.0,2.0,1.0,105.0,18.0,195.0,1.0,104.0,58.0,29.0,17.0,2.0,469.0,1.0,76.0,59.0,1.0,97.0,1.0,233.0,32.0,9.0,25.0,63.0,63.0,12.0,4.0,12.0,2367.0
MASSACHUSETTS,Cities,Tisbury,4040.0,44.0,6.0,30.0,8.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,12.0,3.0,34.0,2.0,7.0,7.0,6.0,4.0,2.0,94.0,2.0,14.0,7.0,1.0,2.0,4.0,70.0,11.0,1.0,3.0,13.0,13.0,12.0,2.0,1.0,386.0
MASSACHUSETTS,Cities,Truro,2020.0,33.0,4.0,21.0,8.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,10.0,4.0,19.0,2.0,7.0,4.0,2.0,1.0,2.0,32.0,1.0,10.0,7.0,1.0,4.0,4.0,20.0,1.0,3.0,1.0,7.0,7.0,12.0,2.0,2.0,200.0
MASSACHUSETTS,Cities,Upton,7636.0,32.0,6.0,19.0,7.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,21.0,1.0,46.0,2.0,21.0,11.0,4.0,6.0,2.0,61.0,2.0,3.0,12.0,1.0,8.0,4.0,38.0,1.0,3.0,1.0,8.0,8.0,12.0,2.0,4.0,322.0
MASSACHUSETTS,Cities,Uxbridge,13623.0,91.0,14.0,56.0,21.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,52.0,4.0,71.0,2.0,27.0,16.0,9.0,2.0,2.0,97.0,2.0,12.0,79.0,1.0,14.0,1.0,5.0,9.0,1.0,5.0,30.0,30.0,12.0,2.0,7.0,656.0
MASSACHUSETTS,Cities,Wakefield,25415.0,140.0,56.0,58.0,26.0,1.0,6.0,3.0,1.0,2.0,6.0,5.0,2.0,72.0,12.0,152.0,1.0,98.0,43.0,32.0,23.0,2.0,258.0,1.0,6.0,63.0,1.0,46.0,4.0,142.0,16.0,8.0,4.0,86.0,86.0,12.0,2.0,5.0,1467.0
MASSACHUSETTS,Cities,Wales,1855.0,2.0,1.0,1.0,11.0,2.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,25.5,5.0,6.0,2.0,4.0,4.0,6.0,4.0,2.0,5.0,2.0,10.0,1.0,1.0,14.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,12.0,2.0,4.0,36.0
MASSACHUSETTS,Cities,Walpole,24450.0,134.0,6.0,14.0,114.0,2.0,7.0,6.0,2.0,1.0,2.0,2.0,2.0,37.0,11.0,110.0,2.0,55.0,19.0,36.0,4.0,2.0,326.0,2.0,108.0,1.0,1.0,14.0,4.0,217.0,11.0,1.0,1.0,27.0,27.0,12.0,2.0,1.0,1270.0
MASSACHUSETTS,Cities,Waltham,61725.0,612.0,112.0,416.0,84.0,4.0,13.0,12.0,1.0,4.0,4.0,4.0,1.0,192.0,25.0,325.0,1.0,80.0,76.0,4.0,4.0,2.0,647.0,2.0,69.0,9.0,1.0,133.0,1.0,424.0,50.0,24.0,3.0,71.0,71.0,12.0,1.0,18.0,3495.0
MASSACHUSETTS,Cities,Ware,9942.0,160.0,36.0,117.0,7.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,6.0,47.0,10.0,72.0,2.0,16.0,6.0,2.0,8.0,2.0,158.0,2.0,38.0,35.0,1.0,2.0,4.0,79.0,3.0,2.0,9.0,49.0,49.0,12.0,2.0,3.0,927.0
MASSACHUSETTS,Cities,Wareham,22136.0,430.0,111.0,246.0,73.0,5.0,24.0,15.0,6.0,3.0,12.0,12.0,6.0,243.0,30.0,334.0,7.0,101.0,75.0,14.0,12.0,2.0,648.0,15.0,103.0,132.0,1.0,32.0,2.0,358.0,23.0,27.0,61.0,94.0,93.0,1.0,1.0,21.0,3382.0
MASSACHUSETTS,Cities,Watertown,32535.0,237.0,47.0,134.0,56.0,1.0,8.0,3.0,2.0,5.0,1.0,1.0,2.0,66.0,13.0,148.0,2.0,87.0,40.0,26.0,21.0,2.0,456.0,3.0,92.0,89.0,1.0,86.0,17.0,162.0,20.0,6.0,6.0,28.0,28.0,12.0,2.0,4.0,1902.0
MASSACHUSETTS,Cities,Wayland,13248.0,8.0,7.0,33.0,1.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,17.0,2.0,6.0,2.0,13.0,6.0,6.0,4.0,2.0,29.0,2.0,2.0,13.0,1.0,26.0,4.0,37.0,5.0,1.0,3.0,9.0,9.0,12.0,2.0,1.0,124.0
MASSACHUSETTS,Cities,Webster,16974.0,313.0,83.0,200.0,30.0,1.0,13.0,6.0,2.0,5.0,3.0,3.0,4.0,113.0,16.0,202.0,10.0,92.0,50.0,12.0,30.0,2.0,463.0,4.0,135.0,111.0,1.0,58.0,4.0,149.0,26.0,23.0,19.0,39.0,39.0,12.0,3.0,19.0,2282.0
MASSACHUSETTS,Cities,Wellesley,28402.0,55.0,10.0,32.0,13.0,1.0,7.0,1.0,2.0,4.0,2.0,2.0,2.0,46.0,18.0,80.0,2.0,61.0,16.0,14.0,31.0,2.0,182.0,2.0,20.0,28.0,1.0,22.0,4.0,110.0,5.0,1.0,8.0,34.0,34.0,12.0,2.0,2.0,839.0
MASSACHUSETTS,Cities,Wellfleet,2772.0,26.0,5.0,14.0,7.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,19.0,4.0,27.0,1.0,2.0,1.0,6.0,1.0,2.0,32.0,2.0,1.0,9.0,1.0,2.0,4.0,20.0,2.0,1.0,3.0,2.0,2.0,12.0,2.0,2.0,181.0
MASSACHUSETTS,Cities,Wenham,4948.0,22.0,3.0,10.0,9.0,2.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,14.0,2.0,6.0,4.0,6.0,1.0,1.0,27.0,2.0,10.0,5.0,1.0,4.0,4.0,18.0,2.0,3.0,2.0,8.0,8.0,12.0,2.0,1.0,153.0
MASSACHUSETTS,Cities,Westborough,18496.0,79.0,10.0,40.0,29.0,2.0,7.0,5.0,1.0,1.0,2.0,2.0,1.0,43.0,15.0,92.0,1.0,65.0,30.0,17.0,18.0,2.0,159.0,2.0,21.0,16.0,1.0,11.0,3.0,108.0,10.0,3.0,9.0,20.0,20.0,12.0,2.0,2.0,840.0
MASSACHUSETTS,Cities,West Boylston,7759.0,31.0,5.0,13.0,13.0,2.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,25.0,5.0,44.0,1.0,21.0,3.0,15.0,2.0,1.0,76.0,2.0,30.0,3.0,1.0,8.0,1.0,33.0,1.0,1.0,3.0,18.0,10.0,8.0,2.0,4.0,377.0
MASSACHUSETTS,Cities,West Bridgewater,7016.0,55.0,7.0,38.0,10.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,32.0,8.0,50.0,2.0,37.0,30.0,2.0,5.0,2.0,112.0,1.0,10.0,10.0,1.0,27.0,4.0,63.0,8.0,2.0,3.0,21.0,21.0,12.0,2.0,4.0,564.0
MASSACHUSETTS,Cities,Westfield,41485.0,404.0,54.0,257.0,93.0,1.0,12.0,8.0,2.0,2.0,2.0,2.0,2.0,203.0,28.0,240.0,2.0,166.0,103.0,22.0,39.0,2.0,563.0,5.0,55.0,206.0,1.0,124.0,29.0,143.0,19.0,14.0,28.0,70.0,67.0,3.0,4.0,10.0,2981.0
MASSACHUSETTS,Cities,Westford,22378.0,58.0,8.0,31.0,19.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,32.0,5.0,103.0,1.0,40.0,23.0,6.0,11.0,2.0,123.0,1.0,4.0,21.0,1.0,16.0,4.0,79.0,7.0,1.0,7.0,47.0,47.0,12.0,1.0,4.0,705.0
MASSACHUSETTS,Cities,Westminster,7367.0,40.0,8.0,28.0,4.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,16.0,7.0,39.0,2.0,17.0,6.0,4.0,7.0,2.0,125.0,1.0,5.0,12.0,1.0,1.0,2.0,104.0,6.0,2.0,2.0,9.0,9.0,12.0,1.0,2.0,461.0
MASSACHUSETTS,Cities,West Newbury,4306.0,27.0,11.0,8.0,8.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,8.0,2.0,11.0,4.0,3.0,4.0,2.0,19.0,2.0,10.0,6.0,1.0,2.0,4.0,11.0,1.0,3.0,1.0,10.0,10.0,12.0,2.0,3.0,155.0
MASSACHUSETTS,Cities,Weston,11472.0,12.0,1.0,2.0,9.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,15.0,4.0,16.0,2.0,12.0,5.0,4.0,3.0,2.0,34.0,2.0,10.0,8.0,1.0,1.0,4.0,25.0,2.0,3.0,2.0,10.0,10.0,12.0,2.0,1.0,184.0
MASSACHUSETTS,Cities,Westport,15688.0,90.0,16.0,44.0,30.0,2.0,2.0,2.0,2.0,4.0,8.0,6.0,2.0,130.0,6.0,99.0,3.0,20.0,13.0,6.0,7.0,2.0,128.0,2.0,3.0,21.0,1.0,1.0,4.0,103.0,14.0,1.0,18.0,29.0,29.0,12.0,6.0,5.0,838.0
MASSACHUSETTS,Cities,West Springfield,28663.0,470.0,114.0,292.0,64.0,5.0,26.0,16.0,3.0,7.0,6.0,6.0,7.0,270.0,29.0,384.0,7.0,132.0,72.0,15.0,44.0,1.0,1102.0,11.0,252.0,125.0,1.0,161.0,6.0,533.0,109.0,33.0,40.0,172.0,172.0,12.0,6.0,9.0,4728.0
MASSACHUSETTS,Cities,West Tisbury,2803.0,29.0,2.0,21.0,6.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,9.0,2.0,7.0,7.0,6.0,4.0,2.0,13.0,2.0,10.0,1.0,1.0,14.0,4.0,12.0,6.0,3.0,3.0,2.0,2.0,12.0,2.0,1.0,116.0
MASSACHUSETTS,Cities,Westwood,14852.0,89.0,20.0,51.0,18.0,3.0,11.0,5.0,1.0,5.0,2.0,2.0,2.0,36.0,10.0,59.0,1.0,52.0,21.0,10.0,20.0,1.0,99.0,2.0,6.0,20.0,1.0,16.0,1.0,55.0,5.0,2.0,2.0,19.0,19.0,12.0,2.0,1.0,662.0
MASSACHUSETTS,Cities,Weymouth,54597.0,495.0,141.0,310.0,44.0,2.0,27.0,10.0,8.0,9.0,2.0,2.0,9.0,211.0,33.0,396.0,10.0,101.0,52.0,14.0,34.0,1.0,602.0,13.0,89.0,121.0,1.0,126.0,4.0,243.0,45.0,42.0,42.0,175.0,174.0,1.0,2.0,11.0,3611.0
MASSACHUSETTS,Cities,Whately,1514.0,2.0,8.0,2.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,9.0,2.0,3.0,1.0,1.0,1.0,2.0,20.0,2.0,10.0,3.0,1.0,2.0,4.0,15.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,2.0,66.0
MASSACHUSETTS,Cities,Whitman,14699.0,172.0,34.0,115.0,23.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,33.0,9.0,119.0,2.0,23.0,19.0,4.0,4.0,2.0,161.0,2.0,13.0,24.0,1.0,28.0,4.0,94.0,11.0,7.0,8.0,51.0,51.0,12.0,2.0,5.0,1018.0
MASSACHUSETTS,Cities,Wilbraham,14356.0,97.0,19.0,37.0,41.0,1.0,8.0,2.0,2.0,6.0,5.0,5.0,2.0,70.0,7.0,91.0,8.0,32.0,13.0,6.0,13.0,2.0,195.0,1.0,22.0,39.0,1.0,37.0,4.0,95.0,23.0,4.0,6.0,50.0,50.0,12.0,2.0,2.0,988.0
MASSACHUSETTS,Cities,Williamsburg,2499.0,9.0,2.0,4.0,3.0,2.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,11.0,2.0,12.0,1.0,11.0,6.0,2.0,3.0,2.0,20.0,2.0,2.0,1.0,1.0,14.0,4.0,17.0,1.0,3.0,3.0,19.0,19.0,12.0,2.0,4.0,147.0
MASSACHUSETTS,Cities,Wilmington,22758.0,124.0,23.0,67.0,34.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,58.0,3.0,159.0,4.0,47.0,23.0,16.0,8.0,2.0,219.0,1.0,23.0,36.0,1.0,8.0,4.0,151.0,4.0,3.0,10.0,32.0,30.0,2.0,3.0,8.0,1107.0
MASSACHUSETTS,Cities,Winchendon,10427.0,173.0,29.0,110.0,34.0,2.0,8.0,4.0,1.0,3.0,11.0,8.0,2.0,24.0,10.0,128.0,2.0,36.0,17.0,5.0,14.0,2.0,268.0,2.0,10.0,94.0,1.0,39.0,1.0,124.0,11.0,1.0,8.0,27.0,27.0,12.0,4.0,7.0,1239.0
MASSACHUSETTS,Cities,Winchester,21786.0,18.0,8.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40.0,5.0,48.0,2.0,13.0,6.0,6.0,4.0,2.0,154.0,2.0,2.0,26.0,1.0,40.0,4.0,82.0,8.0,3.0,3.0,21.0,21.0,12.0,2.0,4.0,490.0
MASSACHUSETTS,Cities,Winthrop,17895.0,141.0,31.0,79.0,31.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,42.0,4.0,94.0,1.0,17.0,9.0,3.0,5.0,2.0,132.0,3.0,15.0,39.0,1.0,7.0,1.0,64.0,19.0,6.0,9.0,26.0,26.0,12.0,2.0,2.0,821.0
MASSACHUSETTS,Cities,Woburn,38863.0,292.0,75.0,198.0,19.0,1.0,5.0,5.0,2.0,4.0,8.0,8.0,2.0,105.0,22.0,341.0,3.0,139.0,47.0,58.0,34.0,2.0,586.0,4.0,98.0,86.0,1.0,89.0,5.0,300.0,21.0,19.0,18.0,63.0,63.0,12.0,4.0,7.0,2759.0
MASSACHUSETTS,Cities,Worcester,183247.0,3660.0,1300.0,1837.0,523.0,42.0,72.0,33.0,4.0,35.0,4.0,4.0,6.0,2087.0,134.0,2074.0,41.0,747.0,107.0,399.0,235.0,6.0,4111.0,1.0,668.0,24.0,1.0,1197.0,528.0,1692.0,478.0,419.0,80.0,510.0,510.0,12.0,5.0,149.0,23868.0
MASSACHUSETTS,Cities,Wrentham,11125.0,7.0,5.0,33.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,5.0,11.0,2.0,13.0,6.0,6.0,4.0,2.0,71.0,2.0,14.0,13.0,1.0,14.0,4.0,57.0,5.0,1.0,3.0,16.0,16.0,12.0,1.0,4.0,217.0
MASSACHUSETTS,Cities,Yarmouth,23991.0,466.0,136.0,255.0,75.0,2.0,13.0,6.0,3.0,4.0,16.0,16.0,7.0,289.0,15.0,388.0,10.0,121.0,51.0,29.0,41.0,2.0,506.0,4.0,35.0,88.0,1.0,89.0,4.0,282.0,19.0,6.0,10.0,113.0,113.0,12.0,1.0,17.0,3238.0
MASSACHUSETTS,Universities and Colleges,Boston University,32439.0,76.0,10.0,35.0,31.0,1.0,12.0,4.0,2.0,8.0,2.0,2.0,1.0,44.0,2.0,64.0,2.0,15.0,13.0,6.0,2.0,2.0,310.0,2.0,8.0,44.0,1.0,16.0,4.0,240.0,1.0,7.0,3.0,49.0,48.0,1.0,2.0,4.0,1048.0
MASSACHUSETTS,Universities and Colleges,Bridgewater State University,11294.0,34.0,4.0,10.0,20.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,27.0,1.0,3.0,2.0,6.0,1.0,2.0,55.0,2.0,10.0,33.0,1.0,2.0,2.0,17.0,6.0,3.0,2.0,6.0,6.0,12.0,2.0,4.0,238.0
MASSACHUSETTS,Universities and Colleges,Massachusetts College of Liberal Arts,1886.0,11.0,4.0,6.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,12.0,5.0,26.0,2.0,1.0,1.0,6.0,4.0,2.0,23.0,2.0,1.0,2.0,1.0,1.0,4.0,19.0,6.0,3.0,3.0,14.0,12.0,2.0,2.0,1.0,139.0
MASSACHUSETTS,Universities and Colleges,Massachusetts Institute of Technology,10894.0,22.0,5.0,12.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,10.0,1.0,31.0,2.0,12.0,12.0,6.0,4.0,2.0,364.0,2.0,1.0,99.0,1.0,7.0,2.0,255.0,1.0,3.0,3.0,34.0,25.0,12.0,2.0,2.0,843.0
MASSACHUSETTS,Universities and Colleges,Mount Holyoke College,2362.0,4.0,8.0,4.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,19.0,5.0,21.0,1.0,5.0,4.0,6.0,1.0,2.0,102.0,2.0,10.0,31.0,1.0,14.0,4.0,71.0,6.0,3.0,2.0,7.0,5.0,2.0,2.0,1.0,280.0
MASSACHUSETTS,Universities and Colleges,Smith College,3162.0,4.0,8.0,33.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,7.0,5.0,23.0,2.0,13.0,6.0,6.0,4.0,2.0,69.0,1.0,10.0,18.0,1.0,14.0,4.0,50.0,6.0,3.0,3.0,4.0,4.0,12.0,2.0,4.0,186.0
