State,Agency Type,Agency Name,Population1,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/ Abduction,Sex Offenses,Rape,Sodomy,Fondling,"Sex Offenses, Nonforcible",Statutory Rape,Arson,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism,Embezzle- ment,Fraud Offenses,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imperson- ation,Wire Fraud,Larceny- Theft Offenses,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Porno- graphy/ Obscene Material,Weapon Law Violations,Total Offenses
MICHIGAN,State Police Agencies,Emmet County,5227.0,81.0,5.0,59.0,17.0,2.0,26.0,11.0,2.0,12.0,2.0,2.0,2.0,24.0,1.0,26.0,2.0,28.0,16.0,5.0,6.0,2.0,114.0,1.0,29.0,18.0,1.0,22.0,1.0,43.0,2.0,3.0,3.0,112.0,112.0,12.0,3.0,5.0,785.0
MICHIGAN,State Police Agencies,Genesee County,5227.0,118.0,22.0,76.0,20.0,5.0,20.0,13.0,1.0,5.0,2.0,2.0,2.0,75.0,5.0,47.0,6.0,33.0,10.0,10.0,12.0,1.0,81.0,2.0,3.0,12.0,1.0,12.0,7.0,47.0,8.0,3.0,23.0,841.0,841.0,12.0,21.0,193.0,2596.0
MICHIGAN,State Police Agencies,Gladwin County,5227.0,27.0,4.0,15.0,8.0,2.0,17.0,8.0,2.0,7.0,2.0,2.0,2.0,19.0,5.0,7.0,3.0,7.0,3.0,1.0,3.0,2.0,24.0,2.0,1.0,8.0,1.0,5.0,4.0,10.0,2.0,3.0,3.0,22.0,22.0,12.0,2.0,6.0,233.0
MICHIGAN,State Police Agencies,Gogebic County,5227.0,29.0,3.0,17.0,9.0,2.0,7.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,6.0,4.0,2.0,4.0,2.0,15.0,1.0,1.0,3.0,1.0,2.0,4.0,8.0,1.0,3.0,1.0,29.0,29.0,12.0,2.0,4.0,184.0
MICHIGAN,State Police Agencies,Grand Traverse County,5227.0,20.0,2.0,15.0,3.0,2.0,25.0,19.0,2.0,3.0,2.0,2.0,2.0,8.0,3.0,15.0,3.0,10.0,3.0,3.0,2.0,2.0,40.0,2.0,8.0,9.0,1.0,9.0,4.0,13.0,2.0,3.0,1.0,64.0,64.0,12.0,1.0,4.0,362.0
MICHIGAN,State Police Agencies,Gratiot County,5227.0,80.0,14.0,57.0,9.0,2.0,14.0,6.0,4.0,2.0,2.0,2.0,1.0,22.0,1.0,29.0,1.0,12.0,8.0,6.0,4.0,2.0,48.0,2.0,12.0,6.0,1.0,10.0,1.0,19.0,1.0,3.0,2.0,219.0,219.0,12.0,2.0,30.0,833.0
MICHIGAN,State Police Agencies,Hillsdale County,5227.0,129.0,28.0,92.0,9.0,1.0,21.0,11.0,2.0,6.0,2.0,2.0,5.0,53.0,5.0,58.0,2.0,12.0,5.0,4.0,4.0,1.0,61.0,2.0,2.0,11.0,1.0,13.0,2.0,33.0,7.0,1.0,4.0,60.0,60.0,12.0,2.0,3.0,702.0
MICHIGAN,State Police Agencies,Houghton County,5227.0,110.0,3.0,81.0,26.0,1.0,15.0,7.0,4.0,4.0,2.0,2.0,2.0,28.0,2.0,16.0,2.0,17.0,10.0,2.0,4.0,1.0,41.0,2.0,6.0,8.0,1.0,4.0,1.0,22.0,3.0,3.0,3.0,33.0,33.0,12.0,2.0,3.0,487.0
MICHIGAN,State Police Agencies,Huron County,5227.0,30.0,3.0,25.0,2.0,2.0,9.0,3.0,3.0,2.0,2.0,2.0,2.0,11.0,1.0,7.0,2.0,1.0,1.0,6.0,4.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,4.0,11.0,1.0,3.0,1.0,35.0,35.0,12.0,2.0,2.0,205.0
MICHIGAN,State Police Agencies,Ingham County,5227.0,75.0,9.0,51.0,15.0,1.0,12.0,10.0,1.0,1.0,2.0,2.0,1.0,37.0,4.0,22.0,2.0,15.0,7.0,6.0,2.0,2.0,26.0,2.0,2.0,3.0,1.0,1.0,1.0,18.0,7.0,3.0,2.0,222.0,221.0,1.0,4.0,14.0,796.0
MICHIGAN,State Police Agencies,Ionia County,5227.0,180.0,15.0,137.0,28.0,2.0,36.0,9.0,8.0,18.0,2.0,2.0,1.0,63.0,3.0,70.0,4.0,35.0,22.0,5.0,3.0,4.0,167.0,2.0,33.0,26.0,1.0,20.0,5.0,82.0,13.0,3.0,4.0,129.0,128.0,1.0,6.0,13.0,1273.0
MICHIGAN,State Police Agencies,Iosco County,5227.0,137.0,16.0,114.0,7.0,2.0,31.0,12.0,5.0,14.0,2.0,2.0,13.0,65.0,2.0,46.0,3.0,14.0,6.0,7.0,1.0,2.0,100.0,2.0,5.0,12.0,1.0,17.0,2.0,64.0,10.0,3.0,6.0,85.0,85.0,12.0,2.0,8.0,889.0
MICHIGAN,State Police Agencies,Iron County,5227.0,18.0,2.0,14.0,2.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,6.0,1.0,4.0,2.0,3.0,2.0,10.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,23.0,23.0,12.0,2.0,4.0,112.0
MICHIGAN,State Police Agencies,Isabella County,5227.0,144.0,23.0,98.0,23.0,2.0,37.0,21.0,3.0,12.0,2.0,2.0,2.0,51.0,8.0,62.0,2.0,47.0,20.0,18.0,9.0,2.0,104.0,2.0,17.0,30.0,1.0,13.0,4.0,44.0,5.0,3.0,2.0,190.0,190.0,12.0,2.0,10.0,1190.0
MICHIGAN,State Police Agencies,Jackson County,5227.0,240.0,56.0,176.0,8.0,2.0,47.0,26.0,9.0,11.0,2.0,2.0,6.0,60.0,4.0,72.0,2.0,61.0,40.0,14.0,6.0,1.0,115.0,2.0,10.0,23.0,1.0,18.0,4.0,62.0,17.0,4.0,7.0,245.0,244.0,1.0,2.0,33.0,1628.0
MICHIGAN,State Police Agencies,Kalamazoo County,5227.0,49.0,4.0,41.0,4.0,2.0,17.0,7.0,1.0,7.0,2.0,2.0,1.0,14.0,1.0,4.0,3.0,32.0,28.0,3.0,1.0,2.0,27.0,2.0,6.0,5.0,1.0,7.0,4.0,7.0,18.0,3.0,13.0,76.0,76.0,12.0,1.0,5.0,462.0
MICHIGAN,State Police Agencies,Kalkaska County,5227.0,40.0,4.0,30.0,6.0,2.0,25.0,17.0,6.0,2.0,2.0,2.0,2.0,28.0,3.0,11.0,2.0,9.0,4.0,2.0,3.0,2.0,30.0,2.0,2.0,7.0,1.0,1.0,4.0,20.0,3.0,3.0,3.0,51.0,51.0,12.0,2.0,3.0,362.0
MICHIGAN,State Police Agencies,Kent County,5227.0,21.0,5.0,13.0,3.0,1.0,18.0,9.0,1.0,7.0,2.0,2.0,2.0,25.5,1.0,17.0,2.0,60.0,25.0,1.0,5.0,2.0,20.0,2.0,2.0,13.0,1.0,7.0,7.0,4.0,6.0,3.0,7.0,172.0,172.0,12.0,23.0,7.0,640.0
MICHIGAN,State Police Agencies,Lake County,5227.0,27.0,6.0,16.0,5.0,2.0,19.0,12.0,3.0,4.0,2.0,2.0,2.0,16.0,1.0,12.0,5.0,3.0,2.0,6.0,1.0,2.0,22.0,2.0,1.0,3.0,1.0,14.0,4.0,18.0,6.0,3.0,3.0,14.0,14.0,12.0,2.0,4.0,208.0
MICHIGAN,State Police Agencies,Lapeer County,5227.0,130.0,14.0,75.0,41.0,2.0,34.0,8.0,11.0,13.0,2.0,2.0,2.0,40.0,4.0,31.0,3.0,21.0,12.0,3.0,4.0,1.0,42.0,2.0,10.0,19.0,1.0,8.0,4.0,15.0,6.0,1.0,2.0,99.0,99.0,12.0,1.0,5.0,751.0
MICHIGAN,State Police Agencies,Lenawee County,5227.0,135.0,29.0,95.0,11.0,1.0,20.0,4.0,8.0,8.0,2.0,2.0,4.0,29.0,2.0,25.0,2.0,16.0,10.0,3.0,3.0,2.0,65.0,1.0,12.0,12.0,1.0,10.0,3.0,27.0,8.0,1.0,1.0,85.0,85.0,12.0,2.0,11.0,735.0
MICHIGAN,State Police Agencies,Livingston County,5227.0,183.0,26.0,121.0,36.0,1.0,26.0,10.0,5.0,9.0,2.0,2.0,3.0,74.0,1.0,90.0,6.0,58.0,23.0,16.0,17.0,2.0,212.0,1.0,42.0,40.0,1.0,64.0,2.0,63.0,24.0,1.0,7.0,171.0,171.0,12.0,2.0,10.0,1517.0
MICHIGAN,State Police Agencies,Luce County,5227.0,57.0,12.0,36.0,9.0,2.0,6.0,3.0,1.0,4.0,2.0,2.0,2.0,20.0,5.0,4.0,1.0,2.0,6.0,1.0,1.0,2.0,24.0,2.0,1.0,6.0,1.0,3.0,1.0,13.0,2.0,1.0,3.0,17.0,17.0,12.0,1.0,15.0,256.0
MICHIGAN,State Police Agencies,Mackinac County,5227.0,61.0,10.0,38.0,13.0,1.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,12.0,1.0,13.0,1.0,9.0,4.0,3.0,4.0,1.0,35.0,2.0,1.0,7.0,1.0,2.0,4.0,25.0,2.0,3.0,2.0,81.0,81.0,12.0,1.0,3.0,418.0
MICHIGAN,State Police Agencies,Macomb County,5227.0,56.0,3.0,31.0,22.0,1.0,19.0,8.0,4.0,7.0,2.0,2.0,1.0,21.0,1.0,51.0,2.0,12.0,7.0,4.0,1.0,2.0,38.0,1.0,1.0,5.0,1.0,9.0,4.0,21.0,9.0,3.0,3.0,255.0,255.0,12.0,1.0,12.0,870.0
MICHIGAN,State Police Agencies,Manistee County,5227.0,68.0,16.0,48.0,4.0,1.0,9.0,5.0,1.0,3.0,2.0,2.0,2.0,52.0,5.0,26.0,1.0,7.0,3.0,6.0,4.0,2.0,29.0,2.0,4.0,1.0,1.0,7.0,4.0,15.0,5.0,1.0,1.0,100.0,100.0,12.0,2.0,5.0,518.0
MICHIGAN,State Police Agencies,Marquette County,5227.0,184.0,39.0,125.0,20.0,2.0,19.0,11.0,2.0,8.0,2.0,2.0,3.0,56.0,5.0,48.0,2.0,14.0,7.0,5.0,4.0,2.0,191.0,2.0,71.0,22.0,1.0,26.0,1.0,71.0,12.0,1.0,1.0,108.0,108.0,12.0,2.0,50.0,1203.0
MICHIGAN,State Police Agencies,Mason County,5227.0,41.0,3.0,35.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0,1.0,15.0,3.0,13.0,9.0,2.0,1.0,1.0,65.0,2.0,26.0,2.0,1.0,1.0,4.0,36.0,3.0,3.0,3.0,68.0,68.0,12.0,2.0,5.0,422.0
MICHIGAN,State Police Agencies,Mecosta County,5227.0,54.0,9.0,36.0,9.0,2.0,21.0,6.0,1.0,14.0,2.0,2.0,2.0,13.0,2.0,18.0,1.0,19.0,7.0,7.0,3.0,2.0,49.0,1.0,12.0,4.0,1.0,7.0,4.0,25.0,3.0,3.0,3.0,96.0,96.0,12.0,1.0,2.0,518.0
MICHIGAN,State Police Agencies,Menominee County,5227.0,30.0,3.0,23.0,4.0,2.0,8.0,3.0,6.0,1.0,2.0,2.0,2.0,15.0,5.0,14.0,2.0,6.0,1.0,3.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,3.0,3.0,63.0,63.0,12.0,1.0,5.0,278.0
MICHIGAN,State Police Agencies,Midland County,5227.0,31.0,1.0,27.0,3.0,1.0,7.0,6.0,1.0,4.0,2.0,2.0,2.0,17.0,1.0,4.0,1.0,8.0,3.0,4.0,4.0,1.0,14.0,2.0,10.0,2.0,1.0,2.0,4.0,10.0,4.0,3.0,1.0,69.0,69.0,12.0,1.0,2.0,292.0
MICHIGAN,State Police Agencies,Monroe County,5227.0,188.0,39.0,125.0,24.0,5.0,33.0,14.0,2.0,17.0,2.0,2.0,2.0,70.0,2.0,48.0,7.0,20.0,14.0,3.0,2.0,2.0,159.0,1.0,71.0,25.0,1.0,27.0,2.0,33.0,17.0,7.0,8.0,268.0,268.0,12.0,2.0,17.0,1528.0
MICHIGAN,State Police Agencies,Montcalm County,5227.0,193.0,13.0,167.0,13.0,2.0,53.0,18.0,11.0,22.0,2.0,2.0,4.0,114.0,5.0,114.0,6.0,25.0,9.0,12.0,2.0,2.0,159.0,2.0,7.0,15.0,1.0,26.0,2.0,109.0,13.0,3.0,9.0,79.0,79.0,12.0,2.0,6.0,1291.0
MICHIGAN,State Police Agencies,Montmorency County,5227.0,18.0,3.0,11.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,13.0,5.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,13.0,1.0,14.0,4.0,4.0,1.0,3.0,3.0,15.0,15.0,12.0,2.0,4.0,109.0
MICHIGAN,State Police Agencies,Muskegon County,5227.0,216.0,36.0,172.0,8.0,2.0,53.0,26.0,8.0,17.0,2.0,2.0,2.0,84.0,6.0,84.0,3.0,32.0,12.0,10.0,7.0,3.0,187.0,1.0,7.0,22.0,1.0,43.0,3.0,110.0,11.0,3.0,1.0,264.0,264.0,12.0,4.0,34.0,1739.0
MICHIGAN,State Police Agencies,Newaygo County,5227.0,239.0,24.0,196.0,19.0,2.0,54.0,26.0,6.0,20.0,2.0,2.0,2.0,82.0,4.0,56.0,2.0,16.0,9.0,5.0,2.0,2.0,158.0,2.0,5.0,22.0,1.0,33.0,2.0,96.0,18.0,2.0,6.0,70.0,69.0,1.0,1.0,11.0,1260.0
MICHIGAN,State Police Agencies,Oakland County,5227.0,135.0,25.0,80.0,30.0,2.0,23.0,6.0,3.0,13.0,2.0,2.0,1.0,85.0,3.0,88.0,2.0,40.0,23.0,13.0,3.0,1.0,112.0,3.0,3.0,19.0,1.0,19.0,15.0,53.0,17.0,3.0,12.0,143.0,142.0,1.0,1.0,38.0,1201.0
MICHIGAN,State Police Agencies,Oceana County,5227.0,66.0,4.0,51.0,11.0,2.0,11.0,5.0,2.0,6.0,2.0,2.0,2.0,24.0,1.0,19.0,2.0,13.0,7.0,4.0,2.0,2.0,57.0,2.0,4.0,13.0,1.0,10.0,4.0,43.0,5.0,3.0,1.0,113.0,112.0,1.0,1.0,2.0,575.0
MICHIGAN,State Police Agencies,Ogemaw County,5227.0,104.0,11.0,74.0,19.0,2.0,30.0,13.0,7.0,10.0,2.0,2.0,4.0,44.0,1.0,28.0,2.0,16.0,6.0,2.0,6.0,1.0,66.0,2.0,10.0,9.0,1.0,12.0,1.0,34.0,3.0,2.0,3.0,78.0,78.0,12.0,1.0,5.0,678.0
MICHIGAN,State Police Agencies,Ontonagon County,5227.0,25.0,4.0,21.0,11.0,2.0,9.0,4.0,5.0,4.0,2.0,2.0,2.0,14.0,5.0,4.0,1.0,8.0,4.0,2.0,1.0,1.0,28.0,1.0,3.0,5.0,1.0,3.0,4.0,16.0,3.0,3.0,3.0,19.0,19.0,12.0,2.0,3.0,203.0
MICHIGAN,State Police Agencies,Osceola County,5227.0,98.0,15.0,81.0,2.0,2.0,24.0,7.0,3.0,11.0,2.0,2.0,1.0,34.0,2.0,19.0,2.0,12.0,8.0,1.0,2.0,1.0,51.0,2.0,2.0,9.0,1.0,2.0,4.0,38.0,5.0,2.0,1.0,39.0,39.0,12.0,3.0,5.0,524.0
MICHIGAN,State Police Agencies,Otsego County,5227.0,117.0,11.0,91.0,15.0,2.0,22.0,11.0,2.0,6.0,2.0,2.0,1.0,33.0,4.0,39.0,2.0,22.0,4.0,15.0,2.0,1.0,74.0,1.0,18.0,6.0,1.0,14.0,1.0,34.0,9.0,3.0,1.0,236.0,236.0,12.0,2.0,20.0,1053.0
MICHIGAN,State Police Agencies,Ottawa County,5227.0,6.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,25.5,5.0,1.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,10.0,13.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,196.0,195.0,1.0,1.0,7.0,435.0
MICHIGAN,State Police Agencies,Presque Isle County,5227.0,8.0,4.0,4.0,11.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,10.0,13.0,1.0,14.0,4.0,2.0,6.0,3.0,3.0,11.0,11.0,12.0,2.0,4.0,59.0
MICHIGAN,State Police Agencies,Roscommon County,5227.0,65.0,6.0,53.0,6.0,2.0,9.0,4.0,1.0,4.0,2.0,2.0,1.0,42.0,4.0,31.0,2.0,13.0,9.0,3.0,1.0,2.0,80.0,2.0,4.0,11.0,1.0,25.0,2.0,37.0,4.0,3.0,3.0,87.0,87.0,12.0,4.0,4.0,602.0
MICHIGAN,State Police Agencies,Saginaw County,5227.0,190.0,38.0,130.0,22.0,1.0,42.0,18.0,4.0,18.0,2.0,2.0,13.0,50.0,2.0,68.0,2.0,25.0,7.0,10.0,5.0,1.0,95.0,2.0,5.0,21.0,1.0,15.0,6.0,48.0,11.0,2.0,7.0,421.0,421.0,12.0,2.0,36.0,1743.0
MICHIGAN,State Police Agencies,Sanilac County,5227.0,72.0,8.0,53.0,11.0,1.0,30.0,20.0,6.0,4.0,2.0,2.0,2.0,40.0,5.0,23.0,2.0,10.0,2.0,8.0,4.0,2.0,34.0,2.0,4.0,16.0,1.0,5.0,1.0,8.0,5.0,3.0,3.0,63.0,63.0,12.0,2.0,7.0,500.0
MICHIGAN,State Police Agencies,Schoolcraft County,5227.0,40.0,10.0,25.0,5.0,2.0,8.0,6.0,2.0,2.0,2.0,2.0,2.0,30.0,5.0,34.0,1.0,3.0,3.0,6.0,4.0,2.0,22.0,2.0,10.0,3.0,1.0,1.0,1.0,17.0,6.0,3.0,3.0,49.0,49.0,12.0,2.0,3.0,312.0
MICHIGAN,State Police Agencies,Shiawassee County,5227.0,62.0,3.0,57.0,2.0,2.0,19.0,11.0,2.0,7.0,2.0,2.0,1.0,41.0,3.0,27.0,2.0,23.0,9.0,10.0,3.0,2.0,82.0,1.0,24.0,10.0,1.0,9.0,3.0,35.0,7.0,3.0,3.0,154.0,154.0,12.0,2.0,5.0,771.0
MICHIGAN,State Police Agencies,St. Clair County,5227.0,131.0,15.0,85.0,31.0,1.0,21.0,5.0,2.0,15.0,2.0,2.0,2.0,57.0,2.0,84.0,1.0,47.0,12.0,15.0,19.0,1.0,98.0,2.0,2.0,16.0,1.0,14.0,2.0,64.0,7.0,3.0,1.0,45.0,45.0,12.0,2.0,13.0,854.0
MICHIGAN,State Police Agencies,St. Joseph County,5227.0,173.0,23.0,125.0,25.0,1.0,27.0,9.0,5.0,13.0,2.0,2.0,4.0,42.0,2.0,41.0,1.0,16.0,12.0,2.0,4.0,2.0,71.0,2.0,10.0,17.0,1.0,3.0,2.0,39.0,12.0,1.0,4.0,47.0,47.0,12.0,3.0,11.0,791.0
MICHIGAN,State Police Agencies,Tuscola County,5227.0,152.0,23.0,111.0,18.0,1.0,25.0,8.0,7.0,9.0,2.0,2.0,2.0,43.0,4.0,49.0,1.0,14.0,7.0,4.0,1.0,2.0,61.0,2.0,1.0,15.0,1.0,7.0,2.0,34.0,12.0,1.0,1.0,99.0,99.0,12.0,2.0,4.0,822.0
MICHIGAN,State Police Agencies,Van Buren County,5227.0,330.0,32.0,244.0,54.0,1.0,32.0,9.0,6.0,14.0,2.0,2.0,4.0,104.0,4.0,93.0,4.0,37.0,15.0,16.0,3.0,3.0,145.0,2.0,8.0,25.0,1.0,31.0,5.0,76.0,18.0,2.0,4.0,200.0,200.0,12.0,1.0,23.0,1746.0
MICHIGAN,State Police Agencies,Washtenaw County,5227.0,145.0,34.0,96.0,15.0,2.0,13.0,10.0,2.0,3.0,2.0,2.0,2.0,64.0,4.0,58.0,4.0,30.0,9.0,11.0,8.0,1.0,76.0,2.0,1.0,7.0,1.0,26.0,4.0,38.0,16.0,2.0,2.0,201.0,200.0,1.0,2.0,13.0,1099.0
MICHIGAN,State Police Agencies,Wayne County,5227.0,94.0,44.0,46.0,4.0,2.0,22.0,10.0,5.0,7.0,2.0,2.0,2.0,3.0,14.0,47.0,5.0,43.0,18.0,9.0,8.0,1.0,71.0,2.0,3.0,16.0,1.0,10.0,2.0,35.0,19.0,8.0,147.0,456.0,456.0,12.0,5.0,71.0,1808.0
MICHIGAN,State Police Agencies,Wexford County,5227.0,61.0,6.0,50.0,5.0,3.0,22.0,9.0,3.0,10.0,2.0,2.0,1.0,29.0,5.0,23.0,2.0,19.0,7.0,8.0,4.0,2.0,83.0,2.0,35.0,13.0,1.0,4.0,4.0,30.0,1.0,2.0,1.0,106.0,106.0,12.0,4.0,5.0,659.0
MICHIGAN,Other Agencies,Genesee County Parks and Recreation,5227.0,4.0,1.0,3.0,11.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,15.0,2.0,13.0,6.0,6.0,4.0,2.0,21.0,2.0,10.0,1.0,1.0,17.0,4.0,2.0,6.0,3.0,2.0,11.0,10.0,1.0,2.0,3.0,101.0
MICHIGAN,Other Agencies,Gerald R. Ford International Airport,5227.0,3.0,8.0,3.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,2.0,2.0,1.0,1.0,6.0,4.0,2.0,13.0,2.0,10.0,5.0,1.0,2.0,4.0,6.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,7.0,49.0
MICHIGAN,Other Agencies,Huron-Clinton Metropolitan Authority:,5227.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
MICHIGAN,Other Agencies,Kensington Metropark,5227.0,1.0,8.0,1.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,25.5,5.0,9.0,2.0,13.0,6.0,6.0,4.0,2.0,12.0,1.0,10.0,3.0,1.0,3.0,4.0,5.0,6.0,3.0,3.0,10.0,8.0,2.0,2.0,1.0,57.0
MICHIGAN,Other Agencies,Lower Huron Metropark,5227.0,6.0,8.0,6.0,11.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,25.5,5.0,21.0,2.0,13.0,6.0,6.0,4.0,2.0,14.0,2.0,10.0,13.0,1.0,2.0,4.0,11.0,1.0,3.0,3.0,6.0,6.0,12.0,2.0,4.0,76.0
MICHIGAN,Other Agencies,Stony Creek Metropark,5227.0,13.0,4.0,9.0,11.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,25.5,2.0,22.0,2.0,13.0,6.0,6.0,4.0,2.0,29.0,2.0,10.0,8.0,1.0,6.0,1.0,13.0,1.0,1.0,3.0,5.0,5.0,12.0,2.0,2.0,128.0
MICHIGAN,Other Agencies,Wayne County Airport,5227.0,28.0,5.0,17.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,2.0,24.0,20.0,3.0,1.0,2.0,107.0,2.0,2.0,14.0,1.0,5.0,4.0,82.0,66.0,1.0,5.0,17.0,16.0,1.0,2.0,13.0,468.0
MICHIGAN,Other Agencies - Tribal,Nottawaseppi Huron Band of Potawatomi,5227.0,23.0,3.0,20.0,11.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,8.0,5.0,16.0,1.0,2.0,6.0,1.0,1.0,2.0,38.0,2.0,3.0,4.0,1.0,4.0,4.0,27.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,168.0
MISSISSIPPI,Cities,Biloxi,45037.0,1495.0,72.0,1326.0,97.0,6.0,39.0,31.0,2.0,6.0,1.0,1.0,7.0,733.0,83.0,634.0,83.0,255.0,77.0,73.0,101.0,4.0,1435.0,1.0,491.0,2.0,9.0,14.0,2.0,929.0,116.0,87.0,11.0,704.0,554.0,150.0,5.0,60.0,9755.0
MISSISSIPPI,Cities,Byram,11653.0,148.0,3.0,138.0,7.0,2.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,52.0,8.0,87.0,7.0,33.0,20.0,12.0,1.0,2.0,190.0,2.0,29.0,2.0,1.0,43.0,4.0,115.0,27.0,4.0,1.0,51.0,35.0,16.0,1.0,7.0,1040.0
MISSOURI,Cities,Alma,401.0,2.0,8.0,2.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,4.0
MISSOURI,Cities,Blackburn,247.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
MISSOURI,Cities,Chillicothe,9462.0,100.0,10.0,88.0,2.0,5.0,12.0,2.0,3.0,6.0,7.0,5.0,2.0,65.0,25.0,101.0,4.0,34.0,20.0,12.0,1.0,1.0,231.0,2.0,62.0,43.0,1.0,41.0,23.0,62.0,16.0,2.0,8.0,131.0,73.0,58.0,1.0,5.0,1266.0
MISSOURI,Cities,Emma,232.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
MISSOURI,Cities,Gladstone,25832.0,232.0,52.0,174.0,6.0,4.0,10.0,3.0,3.0,4.0,1.0,1.0,8.0,126.0,43.0,170.0,2.0,73.0,39.0,27.0,7.0,2.0,536.0,2.0,10.0,1.0,1.0,13.0,2.0,510.0,81.0,13.0,9.0,150.0,83.0,67.0,1.0,12.0,2481.0
MISSOURI,Cities,Grain Valley,12922.0,174.0,23.0,131.0,20.0,2.0,17.0,5.0,1.0,8.0,2.0,2.0,1.0,43.0,5.0,139.0,2.0,25.0,5.0,8.0,12.0,2.0,174.0,3.0,3.0,4.0,1.0,66.0,25.0,72.0,22.0,2.0,8.0,121.0,62.0,59.0,2.0,7.0,1257.0
MISSOURI,Cities,Joplin,50654.0,1532.0,189.0,1328.0,15.0,13.0,82.0,29.0,6.0,47.0,11.0,11.0,28.0,644.0,151.0,668.0,2.0,167.0,87.0,59.0,21.0,2.0,2934.0,14.0,708.0,241.0,1.0,664.0,37.0,1260.0,264.0,70.0,84.0,1015.0,645.0,370.0,26.0,66.0,13516.0
MISSOURI,Cities,Kansas City,464073.0,11357.0,3912.0,6900.0,545.0,49.0,526.0,247.0,174.0,103.0,16.0,15.0,262.0,6951.0,517.0,5124.0,154.0,1718.0,585.0,472.0,399.0,261.0,15827.0,61.0,2761.0,2936.0,53.0,4396.0,2992.0,2542.0,3486.0,1658.0,182.0,2720.0,2009.0,711.0,14.0,410.0,83680.0
MISSOURI,Cities,Merriam Woods,1802.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
